task_id,must_read,may_update,must_update_on_change,validation_gate,raw_log_path,evidence_artifacts,source_of_truth_table,governing_docs,exact_read_paths,exact_update_paths,path_policy,task_graph_row
CDB010,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/SECURITY_AND_SECRET_POLICY.md;docs/UNSAFE_CAPTURE_POLICY.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,source blob and unsafe gates covered,logs/CDB010-security.log,logs/CDB010-security.log;docs/SECURITY_AND_SECRET_POLICY.md,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/SECURITY_AND_SECRET_POLICY.md;docs/UNSAFE_CAPTURE_POLICY.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB010
CDB011,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/CODEX_BRIDGE.md;docs/NUSHELL_PLUGIN_COMPAT.md;docs/YAZELIX_PLACEMENT.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,Codex/Nu/Yazelix conflicts bridged,logs/CDB011-bridge.log,logs/CDB011-bridge.log;docs/CODEX_BRIDGE.md,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/CODEX_BRIDGE.md;docs/NUSHELL_PLUGIN_COMPAT.md;docs/YAZELIX_PLACEMENT.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB011
CDB012,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/TEST_PLAN.md;docs/FIXTURE_MATRIX.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,all required fixtures listed,logs/CDB012-tests-docs.log,logs/CDB012-tests-docs.log;docs/TEST_PLAN.md,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/TEST_PLAN.md;docs/FIXTURE_MATRIX.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB012
CDB013,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,Cargo.toml;crates/codedb/Cargo.toml;crates/codedb_build_capture/Cargo.toml;crates/codedb_cargo/Cargo.toml;crates/codedb_context/Cargo.toml;crates/codedb_core/Cargo.toml;crates/codedb_fixtures/Cargo.toml;crates/codedb_mcp/Cargo.toml;crates/codedb_rust_static/Cargo.toml;crates/codedb_store_pg/Cargo.toml;crates/codedb_store_redb/Cargo.toml;crates/nu_plugin_codedb/Cargo.toml;tests/test_workspace_manifest.py;logs/CDB013-workspace.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,cargo metadata succeeds,logs/CDB013-workspace.log,logs/CDB013-workspace.log;Cargo.toml,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,Cargo.toml;crates/codedb/Cargo.toml;crates/codedb_build_capture/Cargo.toml;crates/codedb_cargo/Cargo.toml;crates/codedb_context/Cargo.toml;crates/codedb_core/Cargo.toml;crates/codedb_fixtures/Cargo.toml;crates/codedb_mcp/Cargo.toml;crates/codedb_rust_static/Cargo.toml;crates/codedb_store_pg/Cargo.toml;crates/codedb_store_redb/Cargo.toml;crates/nu_plugin_codedb/Cargo.toml;tests/test_workspace_manifest.py;logs/CDB013-workspace.log;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; no path patterns,CDB013
CDB014,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB014-core.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,unit tests pass,logs/CDB014-core.log,logs/CDB014-core.log;codedb-core,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB014
CDB015,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB015-redb-init.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,store init/metadata tests pass,logs/CDB015-redb-init.log,logs/CDB015-redb-init.log;codedb-store-redb,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB015
CDB016,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB016-redb-restore.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,backup restore smoke passes,logs/CDB016-redb-restore.log,logs/CDB016-redb-restore.log;backup/restore API,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB016
CDB017,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB017-fs.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,fixture scan rows stable,logs/CDB017-fs.log,logs/CDB017-fs.log;filesystem_entries,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB017
CDB018,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB018-source.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,secret policy tests pass,logs/CDB018-source.log,logs/CDB018-source.log;source_blobs metadata,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB018
CDB019,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB019-cargo.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,cargo metadata fixture passes,logs/CDB019-cargo.log,logs/CDB019-cargo.log;cargo tables,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB019
CDB020,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB020-cargo-sources.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,registry/git/path facts captured,logs/CDB020-cargo-sources.log,logs/CDB020-cargo-sources.log;cargo_sources tables,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB020
CDB021,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB021-context.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,context rows deterministic,logs/CDB021-context.log,logs/CDB021-context.log;codedb_contexts,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB021
CDB022,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB022-rust-items.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,simple item fixture passes,logs/CDB022-rust-items.log,logs/CDB022-rust-items.log;rust_items,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB022
CDB023,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB023-macros.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,macro fixture passes with gaps where needed,logs/CDB023-macros.log,logs/CDB023-macros.log;macro tables,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB023
CDB024,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB024-proc-macro.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,proc macro fixture emits static rows/gaps,logs/CDB024-proc-macro.log,logs/CDB024-proc-macro.log;proc_macro tables;capture_gaps,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB024
